Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199110","Water - Precipitation - rain","1991-10-15","1991-10-01","1991-10-31","","","","","","","","","108","8.4","8.86"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199111","Water - Precipitation - rain","1991-11-15","1991-11-01","1991-11-30","","","","","","","","","92","12.2","11"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199112","Water - Precipitation - rain","1991-12-15","1991-12-01","1991-12-31","","-7.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-55","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","311","11.9","11.29"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199201","Water - Precipitation - unspecified (not reported)","1992-01-15","1992-01-01","1992-01-31","","","","","","","","","13.2","15.4","12.72"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199202","Water - Precipitation - unspecified (not reported)","1992-02-15","1992-02-01","1992-02-29","","","","","","","","","204.7","12.8","11.63"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199203","Water - Precipitation - unspecified (not reported)","1992-03-15","1992-03-01","1992-03-31","","","","","","","","","129.8","13.4","13.02"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199204","Water - Precipitation - unspecified (not reported)","1992-04-15","1992-04-01","1992-04-30","","-6.49","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-42","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","248","9.4","10.34"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199205","Water - Precipitation - unspecified (not reported)","1992-05-15","1992-05-01","1992-05-31","","-8.17","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-58","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","246","8.9","10.08"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199206","Water - Precipitation - unspecified (not reported)","1992-06-15","1992-06-01","1992-06-30","","-8.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-59","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","218","5.6","8.34"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199207","Water - Precipitation - unspecified (not reported)","1992-07-15","1992-07-01","1992-07-31","","-10.28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-71","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","109","4.6","7.24"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199208","Water - Precipitation - unspecified (not reported)","1992-08-15","1992-08-01","1992-08-31","","-7.94","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","110.4","6.8","8.44"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199209","Water - Precipitation - unspecified (not reported)","1992-09-15","1992-09-01","1992-09-30","","-9.34","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-63","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","202.8","7.4","8.83"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199210","Water - Precipitation - unspecified (not reported)","1992-10-15","1992-10-01","1992-10-31","","-7.35","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","288.2","6.4","8.14"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199211","Water - Precipitation - unspecified (not reported)","1992-11-15","1992-11-01","1992-11-30","","","","","","","","","100","12.2","11.23"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199212","Water - Precipitation - unspecified (not reported)","1992-12-15","1992-12-01","1992-12-31","","","","","","","","","125.4","12.9","11.31"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199301","Water - Precipitation - unspecified (not reported)","1993-01-15","1993-01-01","1993-01-31","","","","","","","","","72.4","13.6","11.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199302","Water - Precipitation - unspecified (not reported)","1993-02-15","1993-02-01","1993-02-28","","","","","","","","","39.7","14.5","13.27"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199303","Water - Precipitation - unspecified (not reported)","1993-03-15","1993-03-01","1993-03-31","","","","","","","","","176","12.8","12.97"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199304","Water - Precipitation - unspecified (not reported)","1993-04-15","1993-04-01","1993-04-30","","-5.73","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","226","10.1","10.93"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199305","Water - Precipitation - unspecified (not reported)","1993-05-15","1993-05-01","1993-05-31","","-13.46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-94","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","259","7.8","9.35"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199306","Water - Precipitation - unspecified (not reported)","1993-06-15","1993-06-01","1993-06-30","","-7.35","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","263","7.2","9.15"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199307","Water - Precipitation - unspecified (not reported)","1993-07-15","1993-07-01","1993-07-31","","-7.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-48","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","233","5.7","8.19"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199308","Water - Precipitation - unspecified (not reported)","1993-08-15","1993-08-01","1993-08-31","","-7.32","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-51","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","97","6.3","8.34"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199309","Water - Precipitation - unspecified (not reported)","1993-09-15","1993-09-01","1993-09-30","","-4.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","50","7.6","8.88"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199310","Water - Precipitation - unspecified (not reported)","1993-10-15","1993-10-01","1993-10-31","","-4.81","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","125","9.9","9.88"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199311","Water - Precipitation - unspecified (not reported)","1993-11-15","1993-11-01","1993-11-30","","-6.04","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","181","11.2","10.78"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199312","Water - Precipitation - unspecified (not reported)","1993-12-15","1993-12-01","1993-12-31","","-4.01","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-25","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","90","12.9","12.95"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199401","Water - Precipitation - unspecified (not reported)","1994-01-15","1994-01-01","1994-01-31","","","","","","","","","80.2","14.3","12.56"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199402","Water - Precipitation - unspecified (not reported)","1994-02-15","1994-02-01","1994-02-28","","","","","","","","","41.6","12.7","12.05"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199403","Water - Precipitation - unspecified (not reported)","1994-03-15","1994-03-01","1994-03-31","","-5.94","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","59","13","12.29"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199404","Water - Precipitation - unspecified (not reported)","1994-04-15","1994-04-01","1994-04-30","","-8.37","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-54","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","152","9.5","10.53"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199405","Water - Precipitation - unspecified (not reported)","1994-05-15","1994-05-01","1994-05-31","","-7.55","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-47","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","248","9.6","10.76"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199406","Water - Precipitation - unspecified (not reported)","1994-06-15","1994-06-01","1994-06-30","","-7.79","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-55","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","314","8.6","10.47"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199407","Water - Precipitation - unspecified (not reported)","1994-07-15","1994-07-01","1994-07-31","","-8.65","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-61","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","215","6.3","8.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199408","Water - Precipitation - unspecified (not reported)","1994-08-15","1994-08-01","1994-08-31","","","","","","","","","198","6","8.54"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199409","Water - Precipitation - unspecified (not reported)","1994-09-15","1994-09-01","1994-09-30","","","","","","","","","194.8","7.6","9.09"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199410","Water - Precipitation - unspecified (not reported)","1994-10-15","1994-10-01","1994-10-31","","","","","","","","","174.7","9.5","10.18"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199411","Water - Precipitation - unspecified (not reported)","1994-11-15","1994-11-01","1994-11-30","","","","","","","","","158.2","11.7","10.55"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199412","Water - Precipitation - unspecified (not reported)","1994-12-15","1994-12-01","1994-12-31","","","","","","","","","158.6","13.8","12.16"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199501","Water - Precipitation - unspecified (not reported)","1995-01-15","1995-01-01","1995-01-31","","","","","","","","","125.9","13.2","12.04"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199502","Water - Precipitation - unspecified (not reported)","1995-02-15","1995-02-01","1995-02-28","","","","","","","","","27","13.2","11.79"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199503","Water - Precipitation - unspecified (not reported)","1995-03-15","1995-03-01","1995-03-31","","-4.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-22","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","61","11.6","11.21"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199504","Water - Precipitation - unspecified (not reported)","1995-04-15","1995-04-01","1995-04-30","","-6.17","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","136","10.9","11.22"
